Suppose that a test that the true value of the intercept coefficient is zero results in non-rejection. What would be the appropriate conclusion?,Drop the intercept and re-run the regression,Retain the intercept,Re-compute the test statistic,The regression line is running exactly through the origin,B
"A 4 pole lap wound dc generator has 4 brushes, if one of the brush is damaged, what will be the change in V, I and P ratings","V, I and P","V/2, I/2 and P/4","V/2, I and P/2","V, I/2 and P/2",D
"Colton and his dad bought a gallon of paint that cost $13. They also bought 2 brushes that cost $9 each. What was the total cost, not including tax, of the brushes and the paint they bought?",$22 ,$24 ,$31 ,$35 ,C
"Identify the antecedent of the following conditional proposition: If the Bees win their first game, then neither the Aardvarks nor the Chipmunks win their first games.",The Aardvarks do not win their first game.,The Bees win their first game.,The Chipmunks do not win their first game.,Neither the Aardvarks nor the Chipmunks win their first games.,B
"As of 2014, about what percentage of primary aged children in Sub-Saharan Africa were out-of-school?",10%,20%,35%,50%,B
"A gradual drop in the water level of a large lake divided it into three smaller lakes. The division separated a single population of fish into three smaller, isolated populations. After many generations it was determined that the three populations of fish had become three separate species. Which of the following is most likely correct about the three species?",There are differences in the nucleotide sequences of certain gene alleles among the species.,There are differences in the amino acid specified by each codon among the species.,There are differences in the type of cleavage that produces the first blastomeres among the species.,There are differences in the composition of ribosomes among the species.,A
"Consider the Lewis structures for the following molecules: CO2, CO32-, NO2-, and NO3-. Which molecule would have the smallest bond angle between terminal atoms?",CO2,CO32-,NO2-,NO3-,C
"In Python 3, which of the following function removes all leading and trailing whitespace in string?","replace(old, new [, max])",strip([chars]),swapcase(),title(),B
"This question refers to the following information.
""The Italian nation has been at last united in our own days, and we all rejoiced in its union. Yet we may be allowed to doubt whether the union was not a little too speedy and a little too thorough. It is surely carrying unity too far to wipe out all traces of the independent being, for most purposes to wipe out the very name, of such a land as Sicily. It jars on our feelings to find that, while Ireland at least forms part of the royal style of its sovereign, Sicily is no longer even a geographical expression. The island realm of Roger has sunk to be seven provinces of the kingdom on the mainland. And there is another result of Italian unity, a result in which we may rejoice without drawbacks, but which still has somewhat of sadness about it as finally ending that great phase of the history of Europe with which we have throughout been dealing. Never were ties with the past so fully snapped as when the army of Italy entered liberated Rome. Of all novelties in European history the greatest was when Rome became the centre of a dominion with acknowledged metes and bounds, the head in short of a local Italian kingdom. ""Rome the capital of Italy"" was a formula which might well gladden our hearts; but it was a formula which formally swept away the œcumenical position, the œcumenical traditions, of Rome&….
But the kingdom of Italy is not an appendage to Rome; Rome is the head of the kingdom. The whole is greater than its part; Rome, by her own free will and by the free will of Italy, has become less than Italy. By becoming the willing head of an Italian kingdom she has formally cast aside her Imperial traditions as they were not cast aside when brute force made her the head of a French department.""
Edward A. Freeman, British historian and politician, The Chief Periods of European History, 1885
The author would likely take exception to the methods of which leader during this time period in Italy?",Napoleon III,Giuseppe Garibaldi,Victor Emmanuel,Count Cavour,B
Which of the following situations does NOT occur in a federal state?,Central government possesses a two-level system of government.,Central government governs country as a single unit.,It often possesses a written constitution.,Lower-level divisions have unique powers.,B
"Which of the following accurately describes congressional committees? I. The committee chairpersons always belong to the majority party. II. Seats on each committee are divided between the two major parties in exact proportion to the parties' representation in Congress. III. They recommend whether Congress should pass various pieces of legislation, and those recommendations are always approved by the full congressional body. IV. When a committee vote results in a tie, the vice president casts the tie-breaking vote.",I only,II only,I and III only,II and III only,A
Which of the following would lead to an expansion of the money supply?,The FED raises the discount rate.,The FED buys government securities in the secondary market.,The federal government deficit-spends.,The FED raises reserve requirements.,B
"Exits on a highway are numbered consecutively from 1 to 50. The distance from exit 41 to exit 50 is 100 km. If each exit is at least 6 km from the next exit, what is the longest possible distance, in kilometers, between exit 47 and exit 48?",52,51,50,49,A
"If average household income rises and we observe that the demand for pork chops increases, pork chops must be",an inferior good.,a normal good.,a surplus good.,a public good.,B
A lightweight toy car crashes head-on into a heavier toy truck. Which of the following statements is true as a result of the collision? I. The car will experience a greater impulse than the truck. II. The car will experience a greater change in momentum than the truck. III. The magnitude of the acceleration experienced by the car will be greater than that experienced by the truck.,I and II only,II only,III only,II and III only,C
Alyssa presents one group of shoppers with an advertisement for milk that is 99 percent fat free and another group of shoppers with an advertisement for milk that is 1 percent fat. What is Alyssa most likely testing?,representativeness heuristic,confirmation bias,schema,framing,D
What are the mean and standard deviation of a binomial experiment that occurs with probability of success 0.76 and is repeated 150 times?,"114, 27.35","100.5, 5.23","114, 5.23","The mean is 114, but there is not enough information given to determine the standard deviation.",D
"This question refers to the following information.
Our leaders talk about stopping aggression from the north, but this was a struggle among groups of Vietnamese until we intervened. We seem bent upon saving the Vietnamese from Ho Chi Minh even if we have to kill them and demolish their country to do it. As the native people survey bombed-out villages, women and children burned by napalm, rice crops destroyed and cities overrun with our military personnel, they are doubtless saying secretly of the Vietcong guerillas and of the American forces, ""A plague on both your houses."" … Stop the bombing, north and south, end search and destroy offensive sweeps, and confine our military action to holding operations on the ground. Bombing the north has failed to halt or seriously check the flow of troops to the south and may, in fact, have prompted a much greater war effort by Hanoi.
—Senator George McGovern, ""The Lessons of Vietnam,"" April 25, 1967
The sentiments expressed in the speech most directly reflect which popular attitude that became widespread in the 1960s?",The United States should embrace isolationism.,The United States should use force to spread American ideals abroad.,American commanders were not being given enough weapons in Vietnam.,Government statements about Vietnam could not be trusted.,D
"This question refers to the following information.
""In Northern India the existence of separate States at this period is usually little more than a question of words. A zamindar who paid revenue to the Mogul was clearly in a position of dependence, and if he wished to establish a claim to sovereignty, the first step was to refuse, or omit to pay revenue. Such an omission might, however, arise from various other causes, and it is probable that in Rajputana, Central India, and Chota Nagpur there were numerous chiefs and tribes occupying what constitutional lawyers would regard as an anomalous position, sometimes paying the stipulated revenue, sometimes in open rebellion, and sometimes enjoying practical independence because the Mogul authorities found it inconvenient to undertake active measures of coercion.""
W.H. Moreland, India at the Death of Akbar, 1920
Which of the following characteristics most accurately defines the ""zamindar[s]"" mentioned in the text?",Muslim landowners,Buddhist peasants,Sikh nobility,Hindu aristocrats,D
Comparisons of gay and lesbian couples with heterosexual married couples show that gay and lesbian couples,Are far less satisfied with their relationship,Show many of the same characteristics,Always attempt to conceal their relationship,Are usually more satisfied with their relationship,B
Axl Tulip has a thin clear discharge coming from his penis and mild discomfort when he urinates. He is most likely suffering from _______ and should be treated with ________.,gonorrhea penicillin,gonorrhea tetracycline,chlamydia penicillin,chlamydia tetracycline,D
What kind of passage does qualify as 'innocent passage'?,Innocent passage is the passage that does not involve any criminal activity,"A vessel's passage is considered 'innocent' where it is not prejudicial to the peace, good order or security of the coastal State",Innocent passage concerns only vessels of the same nationality with the coastal State,Innocent passage concerns only the passage of merchant vessels and not of warships,B
Which one of the following doctrines is not associated with Natural Law thinking,Doctrine of substituted security,Doctrine of due process,Doctrine of bias,Doctrine of reasonableness,A
"Which of the following fallacies happens when someone argues that a claim should be accepted based on evidence that is not presented, but is asserted to be well known or obvious.",self evident truths,suppressed evidence,appeal to pride,ad populum,A
Which of the following guidelines is applicable to initialization of the weight vector in a fully connected neural network.,Should not set it to zero since otherwise it will cause overfitting,Should not set it to zero since otherwise (stochastic) gradient descent will explore a very small space,Should set it to zero since otherwise it causes a bias,Should set it to zero in order to preserve symmetry across all neurons,B
Simon (1960) is associated with what type of decision making model?,Rational,Classical,Programmed,Administrative,D
___________ act as cues by indicating to a potential customer that there is a bargain to be had.,Odd-number pricing.,Sale signs.,Relative price.,Price surplus.,B
The allele associated with sickle cell anemia apparently reached a high frequency in some human populations due to:,random mating,superior fitness of heterozygotes in areas where malaria was present,migration of individuals with the allele into other populations,a high mutation rate at that specific gene,B
Which American colony known for its religious tolerance did Roger Williams found in 1636?,Massachusetts,Rhode Island,Virginia,Vermont,B
" Which of the following best describes Gill's response to Kass's argument that the notion of being ""better off dead"" is incoherent?",Nonexistent people can still benefit from some things.,"Even if the notion is incoherent, there's nothing incoherent about preferring to be dead.",Not suffering is always better than suffering.,Kass unjustifiably assumes that dying implies no longer existing.,B
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I didn't think his wife was even remotely attractive, so I decided I would never ask her out even if she was unmarried. Scenario 2 | I chased my sister with a hot iron.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",C
"Which of the following statements about plasma lipoproteins is correct?
",They have a hydrophobic core of triacylglycerol and cholesterol esters,They have a hydrophobic core of phospholipids and free cholesterol,They have a hydrophilic core of triacylglycerol and cholesterol esters,They have a hydrophobic core of phospholipid and apolipoproteins,A
"One of the aims of philosophy is to think critically about whether there are good reasons for adopting our beliefs.  Reasons are considered ""good reasons"" if they are consistent with everyday experience and:","are part of a set of religious, moral, or political beliefs that an individual feels deeply about.","are considered good by at least one culture, sub-culture, or individual.",cannot be interpreted in different ways by different people or cultures.,"take into account objections, are acceptable to impartial third parties, and avoid undesirable consequences.",D
Why did the Mogollon leave their mountain homeland?,disease,warfare,drought,all of the above,C
"Under a divorce settlement, Joan transferred her 50% ownership of their personal residence to Jim. The joint basis of the residence was $200,000. At the time of the transfer, the property's fair market value was $300,000. What was Joan's recognized gain and Jim's basis for the residence?
Recognized gain; Basis","$50,000; $250,000","$50,000; $300,000","$0; $200,000","$0; $300,000",C
"When a buyer and a seller executed a valid contract for the sale of a house, the buyer gave the seller $1,000 as earnest money. The contract noted that the earnest money tendered would be applied to the purchase price at the time of sale but was silent as to remedies in the event of any default. Just before the closing, the buyer lost her job. The buyer told the seller that she could no longer purchase the house and asked him to return the earnest money. The seller accurately told the buyer that the seller's actual losses exceeded the amount of the earnest money; that if the seller sued the buyer for damages, he would receive a minimum of $5,000; and that it would be difficult for him to sell the house in the current market. Should the buyer get the earnest money back? ","No, because the contract was silent regarding remedies.","No, because the seller's actual losses exceeded the amount of the earnest money.","Yes, because the buyer is no longer ready, willing, and able to purchase the house.","Yes, because the reason for the buyer's default was not anticipated.",B
An 84-year-old female is diagnosed with a third recurrence of breast cancer that has now metastasized to the brain and lungs. She does not wish to pursue further treatment at this time despite being advised that this is a terminal condition. Her family insists on trying both radiation and chemotherapy in hopes that the cancer will again be successfully treated. It is the duty of the physician to,agree with the family since they have the patient's best interest in mind,convince the patient to try either radiation or chemotherapy,disregard the family's wishes,protect the patient's autonomy,D
Which of the following statements best exemplifies criterion-referenced (as opposed to norm-referenced) measurement,Alice answered 63% of the items correctly,Susan’s score was average for her class,James ranked at the 86th percentile on the Scholastic Aptitude Test (SAT,Joe received a z score of 1.6,A
What is one important step in public relations that sets it apart from the fields of marketing and advertising?,two-way communication,the use of persuasion,the use of story manipulation,"the use of influence to change the beliefs, attitudes, and behavior of the audience",A
Which of these statements best defines social constructivism?,"Social constructivism argues that security can be constructed, and that the human world is not given or natural but instead is a product of human actors.","Social constructivism only studies aspects of the international system that are based in the societal sphere, such as issues of poverty, race relations and gender.","Societal constructivism is concerned with the study of 'natural' systems, hierarchies and values that exist within the international system and which define its societies.",Social constructivism as a concept eludes definition; it is a group of loosely based theories and ideas rather than a specific political or scientific approach.,A
Scientific management involved:,the subdivision of labour into small tasks,the measurement and specification of work tasks,motivation and rewards for productivity,all of the above,D
What policies did Alexander Hamilton pursue to build the American economy?,Free trade with all European countries on an equal basis and a smaller government role in the economy,Establishment of a national currency and higher government spending,"Tariffs to protect American manufacturing, establishment of a national bank, and the repayment of all debts.",Limits on immigration and imported technology to encourage higher wages,C
What is essential for diagnosis of arenavirus infection?,Clinical history of recent travel and living in endemic area,Cell culture laboratory (laboratory IV),RT PCR kit,Immuno test,C
Which of the following is NOT a category of Shari'ah law?,Criminal,Neutral,Unlawful,Commendable,A
